Financier Country,Recipient,Recipient Region,Commitment Year,Title,Flow Class,Sector Name,Funding Agencies,Amount in USD (nominal),Source URLs,District,Development Region,Province,Location,"Distance to closest border crossing in km (India: Banbasa, India - Kanchanpur District, Nepal;
    Rupaidiha, India - Banke District, Nepal;
    Sonauli, India - Rupandehi District, Nepal;
    Raxaul, India - Birgunj, Nepal (also known as the 'Gateway of Nepal');
    Bhitthamore,India - Mahottari District, Nepal;
    Jogbani, India - Biratnagar, Nepal;
    Panitanki, India - Kakarbhitta, Nepal) (China: Gyirong, China –Rasuwa, Nepal; Zhangmu, China – Kodari, Nepal)",Ethnicity,Population (in 1000),GDP (Value Added) Rs. in million (2013),HDI (2013),Government Expenditure by district in thousands (year 2013)
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dhanusa,Central,Madhesh,Jatahi,"28,2",Yadav,679445,28727.1,0.431,1563106.91
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dhanusa,Central,Madhesh,Barahathawa,"70,8",Yadav,679445,28727.1,0.431,1563106.91
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Madhesh,Bhagawanpur,"22,9",Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Yadukoha,"38,6",Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Thori,"87,9",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Simraungadha,"23,4",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Maithan,"60,8",Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Bardibas,"55,6",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Madhesh,Kalaiyā,"17,1",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Sarlahi,Central,Madhesh,Samsi,"25,8",Yadav,682883,25341.1,0.402,1383283.57
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Madhesh,Jaleshwor,"3,8",Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Madhesh,Madhubani Purbatol,"66,9",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Birgunj,9,Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Sarlahi,Central,Madhesh,Bhittamod,10,Yadav,682883,25341.1,0.402,1383283.57
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Nawalparasi,West,Gandaki,Tamagadhi,"44,1",Braham-Hill,587898,30140.2,0.493,1257953.64
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Jhapa,East,Nr 1,Malangwa,"45,3",Braham-Hill,743957,40370.2,0.518,1607563.34
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Nawalpur,240,Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Siraha,East,Madhesh,Kechana Bajar,"49,6",Yadav,568333,17784.3,0.408,1278517.43
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Chandra Garhi,"21,5",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Sirāhā,"72,1",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Biratnagar,"6,3",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Siraha,East,Sagarmatha,Charali,"16,8",Yadav,568333,17784.3,0.408,1278517.43
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Jhapa,East,Nr 1,Rangeli,"31,8",Braham-Hill,743957,40370.2,0.518,1607563.34
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Kalyanpur,106,Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Kakarbhitta,"1,3",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Kanepokhari,"40,8",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Dhangadhi,"67,4",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Lamki,115,Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Tīkāpur,125,Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bardiya,Mid-Western,Lumbini,Khakraula,136,Tharu,387623,18787.4,0.466,1423514.84
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Bhajani,123,Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dang,Mid-Western,Lumbini,Guleria,45,Tharu,499109,25240.2,0.485,1277719.69
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bardiya,Mid-Western,Lumbini,Nepalgunj,"5,4",Tharu,387623,18787.4,0.466,1423514.84
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Chitawan,Central,Bagmati,Lamahi,136,Braham-Hill,537183,36270.9,0.551,1383942.55
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Rupandehi,West,Lumbini,Muraha,"67,6",Braham-Hill,800430,40138.8,0.498,1581064.43
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kapilbastu,West,Lumbini,Baghauda,156,Musalman,508498,23002.8,0.432,1193584.51
India,Nepal,Asia,2009,development of border infrastructure,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,507107,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Nr 1,Siddharthanagar,"3,7",Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2010,Nepal Police Academy,ODA,"GOVERNMENT AND CIVIL SOCIETY, GENERAL",Indian Ministry of External Affairs,1187152,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kathmandu,Central,Bagmati,Taulihawā,"48,5",Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2009,Devi Ghat Hydroelectric Project,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,1155784,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Nuwakot,Central,Bagmati,Jitpur,"88,4",Tamang,255687,12266.7,0.486,958029.72
India,Nepal,Asia,2009,Naumure hydroelectric project,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,2051688,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dang,Mid-Western,Lumbini,National Police Academy,142,Tharu,499109,25240.2,0.485,1277719.69
India,Nepal,Asia,2010,Rail Link Gauge Conversion (Jayanagar-Bijalpura-Bardibas),ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,237430,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kapilbastu,West,Lumbini,Devighat Hydroelectric Power Plant,172,Musalman,508498,23002.8,0.432,1193584.51
India,Nepal,Asia,2010,Rail Link Gauge Conversion (Jayanagar-Bijalpura-Bardibas),ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,237430,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Naumure,139,Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2010,Rail Link Gauge Conversion (Jayanagar-Bijalpura-Bardibas),ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,237430,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Jayanagar,120,Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2008,Bir Hospital Expansion,ODA,BASIC HEALTH,Indian Ministry of External Affairs,16001026,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kathmandu,Central,Bagmati,Bardibas,"55,6",Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2010,Naumure hydroelectric project,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,7914,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Pyuthan,Mid-Western,Lumbini,Bijalpura,"37,8",Chhetri,198472,6191.9,0.413,828467.81
India,Nepal,Asia,2010,Naumure hydroelectric project,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,7914,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Banke,115,Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2010,Naumure hydroelectric project,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,7914,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kapilbastu,West,Lumbini,Pyūthān,170,Musalman,508498,23002.8,0.432,1193584.51
India,Nepal,Asia,2008,Infrastructure Development at Border check-posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,505482,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Madhesh,Bānke,27,Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2008,Infrastructure Development at Border check-posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,505482,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Kapilbastū,"86,1",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2008,Infrastructure Development at Border check-posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,505482,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Jhapa,East,Nr 1,Birgunj,9,Braham-Hill,743957,40370.2,0.518,1607563.34
India,Nepal,Asia,2008,Infrastructure Development at Border check-posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,505482,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Biratnagar,"6,3",Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2008,Infrastructure Development at Border check-posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,505482,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Kakarbhitta,"1,3",Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2008,Infrastructure Development at Border check-posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,505482,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Rupandehi,West,Lumbini,Nepalgunj,"5,4",Braham-Hill,800430,40138.8,0.498,1581064.43
India,Nepal,Asia,2008,Infrastructure Development at Border check-posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,505482,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Rupandehi,West,Lumbini,Nepālganj Road,"5,4",Braham-Hill,800430,40138.8,0.498,1581064.43
India,Nepal,Asia,2014,Terai Road Project Project aims to upgrade the exisitng roadlinkage between the Terai region of Nepal with the adjoining areas of India,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,710353,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bhaktapur,Central,Bagmati,Siddharthanagar,"3,7",Newar,284829,17142.0,0.573,885141.79
India,Nepal,Asia,2014,Terai Road Project Project aims to upgrade the exisitng roadlinkage between the Terai region of Nepal with the adjoining areas of India,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,710353,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Madhesh,Sunauli,"2,3",Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2014,Terai Road Project Project aims to upgrade the exisitng roadlinkage between the Terai region of Nepal with the adjoining areas of India,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,710353,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Nawalparasi,West,Gandaki,Jatahi,"28,2",Braham-Hill,587898,30140.2,0.493,1257953.64
